ID,SMILES,IC50,pIC50,bioactivity,Target.ChEMBL.ID,Target.Name,Document.ChEMBL.ID,Assay.Description,Document.Journal,Document.Year,MW,LogP,nHA,nHD,TPSA,nHET,nRot,Aro
CHEMBL174237,CC(C)C[C@@H](S)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,5000,5.3,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126948,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,J. Med. Chem.,1993,323.456,2.7248,4,2,105.2,5,8,1
CHEMBL175110,O=C(O)C(Cc1ccc(O)cc1)NC(=O)C(Cc1ccccc1)C(S)CCc1ccccc1,1600,5.8,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126948,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,J. Med. Chem.,1993,463.596,4.5902,5,3,125.43,6,11,3
CHEMBL176688,O=C(NC(Cc1cccnc1)C(=O)CCC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,5.7,8.24,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,423.468,1.3985,8,2,116.67,8,9,2
CHEMBL176729,Cc1ccccc1C(=O)NC(Cc1ccccc1)C(=O)CCC(=O)N1CCC[C@H]1C(=O)OCc1ccccc1,1600,5.8,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,526.631,4.5893,7,1,92.78,7,12,3
CHEMBL176960,CC(C)C(NC(=O)C(Cc1ccccc1)C(C)S)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,1300,5.89,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126948,Inhibitory concentration was evaluated by Inhibiting 50% of Angiotensin I converting enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,J. Med. Chem.,1993,472.604,2.8096,7,4,154.53,8,11,2
CHEMBL176970,O=C(NC(Cc1ccccc1)C(=O)CCC(=O)N1CCC[C@H]1C(=O)O)OCc1ccccc1,240,6.62,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,452.505,2.5769,8,2,113.01,8,11,2
CHEMBL177000,COC(=O)c1ccccc1NC(=O)CN(C)C(=O)C1C[C@@H](S)CN1S(=O)(=O)c1ccc2ccccc2c1,36600,4.44,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1144347,Inhibitory concentration against human angiotensin I converting enzyme,J. Med. Chem.,2005,541.647,2.6813,9,1,160.27,11,7,3
CHEMBL177394,COC(=O)[C@@H]1CCCN1C(=O)CCC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1,82,7.09,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,436.506,2.8273,7,1,92.78,7,10,2
CHEMBL1788203,CCCC[C@H](CC(=O)NO)S(=O)(=O)c1ccccc1,34000,4.47,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1133694,Inhibitory activity against angiotensin I converting enzyme (ACE),J. Med. Chem.,2000,285.363,1.5919,5,2,91.85,6,7,1
CHEMBL1907752,CCOC(=O)C(CCc1ccccc1)[S+]([O-])C(C)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,220,6.66,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,463.593,1.7454,7,1,120.19,8,10,1
CHEMBL1907754,CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,460,6.34,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,455.573,3.3966,6,1,109.21,7,10,2
CHEMBL1907755,CC(SC(CCc1ccccc1)C(=O)O)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,140,6.85,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,419.54,2.8243,6,2,120.21,7,8,1
CHEMBL1907759,CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1CSC[C@@H]1C(=O)O,4800,5.32,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,411.542,2.5543,6,1,134.51,8,10,1
CHEMBL1907760,CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,2000,5.7,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,447.594,3.6585,6,1,109.21,7,10,1
CHEMBL1907762,CC(SC(CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,580,6.24,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,365.449,1.8395,6,2,120.21,7,8,1
CHEMBL191,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,19,7.72,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1133572,Inhibitory activity against angiotensin I converting enzyme (ACE),J. Med. Chem.,2000,422.919,3.9536,7,2,92.51,8,8,4
CHEMBL194651,CCCc1cnc(N2C[C@H](S)CC2CNCc2cc(F)ccc2F)nc1,31500,4.5,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1144347,Inhibitory concentration against human angiotensin I converting enzyme,J. Med. Chem.,2005,378.49,3.1307,4,1,79.85,7,7,2
CHEMBL196902,O=C(O)CCNC(=O)C(CS)Cc1ccccc1,32000,4.5,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1140446,Inhibitory concentration against angiotensin I converting enzyme,J. Med. Chem.,2005,267.348,1.2864,4,2,105.2,5,7,1
CHEMBL198316,O=C(N[C@H]1Cc2ccccc2C2CCC[C@H](C(=O)O)N2C1=O)[C@H](S)Cc1ccccc1,0.11,9.96,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1140446,Inhibitory concentration against angiotensin I converting enzyme,J. Med. Chem.,2005,438.546,2.5232,6,2,125.51,7,5,2
CHEMBL204944,NCCC[C@H](NC(=O)CCc1nc2ccccc2[nH]1)C(=O)N1CCC[C@H]1C(=O)O,10000,5,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1146940,Inhibition of ACE in bovine kidney,Bioorg. Med. Chem. Lett.,2006,401.465,-1.724,9,4,141.41,9,9,2
CHEMBL2079670,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,260,6.58,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,402.489,0.1261,7,3,106.94,7,8,1
CHEMBL2079671,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,100,7,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,430.543,0.9603,7,2,95.94,7,10,1
CHEMBL2097001,C[C@H](C[Si](O)(O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,3.8,8.42,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL2176905,Inhibition of ACE,J. Med. Chem.,2012,470.596,3.7141,8,4,127.17,9,9,2
CHEMBL2110258,CC(C)C[C@H](S)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,10000,5,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126948,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,J. Med. Chem.,1993,323.456,2.7248,4,2,105.2,5,8,1
CHEMBL2110347,CC(C)C[C@H](S)[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,16100,4.79,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126948,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 micro M N-Cbz-Phe-His-Leu as substrate,J. Med. Chem.,1993,323.456,2.7248,4,2,105.2,5,8,1
CHEMBL2111940,C[C@H](N[C@H](C[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,4.8,8.32,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,481.547,0.0281,9,4,136.04,9,11,2
CHEMBL2111941,C[C@H](NC(CNC(=O)c1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,40,7.4,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,377.396,-2.2275,9,4,136.04,9,8,1
CHEMBL2111942,C[C@H](N[C@@H](C(=O)O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,1400,5.85,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,467.52,-0.4263,9,4,136.04,9,10,2
CHEMBL2112767,C[C@H](N[C@@H](CNC(=O)c1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,17,7.77,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,377.396,-2.2275,9,4,136.04,9,8,1
CHEMBL2112768,C[C@H](N[C@@H](C[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,3,8.52,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,481.547,0.0281,9,4,136.04,9,11,2
CHEMBL2112769,C[C@H](N[C@H](C(=O)O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,7.7,8.11,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,467.52,-0.4263,9,4,136.04,9,10,2
CHEMBL2114219,O=C(O)CN1CCCCC[C@H](N[C@@H](CCc2ccccc2)C(=O)O)C1=O,2,8.7,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123398,Inhibitory concentration (isomer B) against Angiotensin I converting enzyme,J. Med. Chem.,1986,362.424,-0.3214,7,3,106.94,7,8,1
CHEMBL2114322,CCOC(=O)[C@@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,200,6.7,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,438.522,0.6984,7,2,95.94,7,10,2
CHEMBL2115075,CCOC(=O)[C@@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,1100,5.96,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,498.574,0.5584,9,2,114.4,9,12,2
CHEMBL2115288,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)O,6100,5.21,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,438.522,0.6984,7,2,95.94,7,10,2
CHEMBL2115478,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2[C@H]1C(=O)O,44,7.36,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,424.495,0.4825,7,2,95.94,7,10,2
CHEMBL2153745,O=C(N[C@@H](CCc1ccccc1)CP(=O)(O)CC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,12,7.92,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL2150865,Inhibition of ACE,J. Med. Chem.,2011,472.476,1.4176,8,3,133.82,9,10,2
CHEMBL2304318,C[C@H](N[C@](C)(CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,1.2,8.92,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122964,Inhibition of Angiotensin I converting enzyme,J. Med. Chem.,1985,362.424,-0.4781,7,3,106.94,7,8,1
CHEMBL2370850,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N1CCC[C@H]1C(=O)O,50,7.3,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,572.661,-2.9729,13,6,200.03,13,14,1
CHEMBL2370854,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,2700,5.57,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,437.494,1.5322,8,3,115.81,8,8,2
CHEMBL23849,CC(CS)C(=O)N1c2ccccc2CC1C(=O)O,12.59,7.9,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1130169,Inhibition of angiotensin I converting enzyme in silico,J. Med. Chem.,1997,265.332,1.404,4,1,96.41,5,3,1
CHEMBL2442646,CCCC(N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)P(=O)(O)O,30,7.52,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL2439978,"Inhibition of recombinant human ACE using (7-methoxycoumarin-4-yl)acetyl-Arg-Pro-Pro-Gly-Phe-Ser-Ala-Phe-Lys(2,4-dinitrophenyle)-OH as substrate after 30 mins by fluorescence assay",Bioorg. Med. Chem.,2013,376.388,-3.7342,8,4,136.98,9,7,0
CHEMBL2442647,C[C@H](NC(CCc1ccccc1)P(=O)(O)O)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21,40,7.4,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL2439978,"Inhibition of recombinant human ACE using (7-methoxycoumarin-4-yl)acetyl-Arg-Pro-Pro-Gly-Phe-Ser-Ala-Phe-Lys(2,4-dinitrophenyle)-OH as substrate after 30 mins by fluorescence assay",Bioorg. Med. Chem.,2013,438.459,-2.7467,8,4,136.98,9,8,1
CHEMBL255568,CC(C)CN(C[C@H](O)C(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,103,6.99,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1143110,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,391.423,0.2623,9,5,142.96,9,9,2
CHEMBL256895,O=C(O)[C@@H](O)CN(Cc1ccc2c(c1)Cc1ccccc1-2)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)O,150,6.82,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1143110,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,524.571,3.7747,8,4,127.17,8,9,4
CHEMBL25782,CCOC(=O)C(CCc1ccccc1)OC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,14,7.85,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,439.506,2.5637,7,1,93.14,7,10,2
CHEMBL258130,O=C1c2ccccc2-c2ccc(CN(C[C@H](O)C(=O)O)C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)O)cc21,39,7.41,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1143110,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,538.554,3.2727,9,4,144.24,9,9,4
CHEMBL258278,CC(C)CN(C[C@H](O)C(=O)O)C(=O)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,23,7.64,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1143110,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,384.384,-0.4685,10,6,167.63,10,9,1
CHEMBL25996,CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1CCCC1C(=O)O,2900,5.54,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,393.502,2.6737,6,1,109.21,7,10,1
CHEMBL26226,CC(OC(CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2CC1C(=O)O,86,7.07,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,411.453,1.7295,7,2,104.14,7,8,2
CHEMBL263460,CC(NC(C(=O)O)C1CCCN1C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,2.9,8.54,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,651.715,-1.1503,14,6,205.68,14,14,2
CHEMBL263501,CCCCC(CC(=O)NO)S(=O)(=O)c1ccccc1,81000,4.09,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1133694,Inhibitory activity against angiotensin I converting enzyme (ACE),J. Med. Chem.,2000,285.363,1.5919,5,2,91.85,6,7,1
CHEMBL263556,O=C(O)[C@@H]1CCCN1C(=O)CP(=O)(O)O,8317.64,5.08,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,237.147,-4.0951,7,3,124.95,8,3,0
CHEMBL264538,C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N1CCC[C@H]1C(=O)O,730,6.14,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121370,Compound is evaluated for the inhibition of porcine plasma Angiotensin I converting enzyme,J. Med. Chem.,1980,611.698,-2.9335,14,7,215.82,14,14,2
CHEMBL270576,CC(C)CN(C[C@H](O)C(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,60,7.22,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1143110,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,368.385,-0.1228,9,5,147.4,9,9,1
CHEMBL271718,O=C(O)[C@@H](O)CN(CCN1C(=O)c2cccc3cccc(c23)C1=O)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)O,1980,5.7,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1143110,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,569.568,2.3617,11,4,164.55,11,10,4
CHEMBL273140,O=C1c2ccccc2C(=O)c2cc(CN(C[C@H](O)C(=O)O)C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)O)ccc21,40,7.4,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1143110,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,566.564,3.1302,10,4,161.31,10,9,4
CHEMBL273142,CC(C)(C)CN(C[C@H](O)C(=O)O)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)O,191,6.72,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1143110,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,416.472,1.9831,8,4,127.17,8,9,2
CHEMBL274550,NCCCCC(NC(=O)C1CCC1)C(=O)NC(Cc1ccccc1)C(=O)CCC(=O)N1CCCC1C(=O)O,7,8.15,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122914,Compound was evaluated for inhibition of porcine plasma Angiotensin I converting enzyme by using fluorometric assay,J. Med. Chem.,1985,528.648,-0.6294,10,4,158.9,10,15,1
CHEMBL274553,O=C(NC(Cc1ccccc1)C(=O)CCC(=O)N1CCCC1C(=O)NO)c1ccccc1,1600,5.8,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122915,Inhibitory activity against porcine plasma Angiotensin I converting enzyme,J. Med. Chem.,1985,437.494,1.885,8,3,115.81,8,9,2
CHEMBL27560,N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,20000,4.7,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121370,Compound is evaluated for the inhibition of porcine plasma Angiotensin I converting enzyme,J. Med. Chem.,1980,319.36,-2.4059,7,3,112.73,7,6,1
CHEMBL275702,NCCCCC(NC(=O)C1CCC1)C(=O)NC(Cc1ccccc1)C(=O)CCC(=O)N1CCCC1C(=O)NO,11,7.96,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122915,Inhibitory activity against porcine plasma Angiotensin I converting enzyme,J. Med. Chem.,1985,543.663,0.583,11,5,170.93,11,15,1
CHEMBL277270,O=C(O)[C@@H]1CC2(CN1C(=O)CP(=O)(O)CCCCc1ccccc1)SCCS2,3.981,8.4,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,443.523,1.4851,6,2,155.32,9,8,1
CHEMBL277919,O=C(O)CCCC(=O)N1CCC[C@H]1C(=O)O,70000,4.16,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1135683,Inhibition of Angiotensin I converting enzyme (ACE) in Bothrops jararaca venom,J. Med. Chem.,2002,229.231,-0.1526,6,2,94.91,6,5,0
CHEMBL279737,CC(CS)C(=O)N1Cc2ccccc2CC1C(=O)O,18,7.75,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,279.359,1.0889,4,1,96.41,5,3,1
CHEMBL28361,C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,1400,5.85,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,333.387,-2.0466,7,3,112.73,7,6,1
CHEMBL284272,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@H](c2ccccc2)C[C@H]1C(=O)O,338.84,6.47,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,516.573,0.5172,8,3,139.97,9,14,2
CHEMBL284345,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N(CC(=O)O)c1ccccc1,1.072,8.97,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,476.508,-0.245,8,3,139.97,9,15,2
CHEMBL284494,CCOC(=O)C(CCc1ccccc1)OC(C)C(=O)N1CCCC1C(=O)O,220,6.66,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,377.435,1.8408,7,1,93.14,7,10,1
CHEMBL284734,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1c2ccccc2C[C@H]1C(=O)O,0.2951,9.53,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,488.519,-0.1892,8,3,139.97,9,13,2
CHEMBL284843,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](Cc2ccccc2)C[C@H]1C(=O)O,0.8913,9.05,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,530.6,0.484,8,3,139.97,9,15,2
CHEMBL284898,CCOC(=O)C(CCc1ccccc1)OC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,24,7.62,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,431.527,2.8256,7,1,93.14,7,10,1
CHEMBL285897,CC(OC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,110,6.96,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,349.382,1.0066,7,2,104.14,7,8,1
CHEMBL285935,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N(CC(=O)O)C1CCCCC1,0.2951,9.53,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,482.556,-0.3809,8,3,139.97,9,15,1
CHEMBL286339,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](C2CCCCC2)C[C@H]1C(=O)O,0.4898,9.31,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,522.62,0.3862,8,3,139.97,9,14,1
CHEMBL287518,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O,3.236,8.49,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,522.62,0.3862,8,3,139.97,9,14,1
